Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
SAA_communist;Communist Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;;;;;;;;;;
SAA_fascist;NSDP;NSDP;NSDP;;;;;;;;;;;
SAR_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;
SAR_conservative;Moderati;Moderati ;Moderati;;Moderati ;;;;;;;;;
SAR_liberal;Riformisti;Riformisti ;Riformisti;;Riformisti ;;;;;;;;;
SAR_liberal_2;Liberali;Liberali;Liberali;;Liberali ;;;;;;;;;
SAR_socialist;Socialisti;Socialisti;Socialisti;;Socialisti;;;;;;;;;
SAR_conservative_2;Popolari;Popolari;Popolari;;Pop olari;;;;;;;;;
SAR_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
SAR_communist;Comunisti;Comunisti;Comunisti;;Comunisti;;;;;;;;;
SAR_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
SAS;South Australia;South Australia;South Australia;;;;;;;;;;;
SAS_ADJ;South Australian;South Australian;South Australian;;;;;;;;;;;
SAS_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
SAS_conservative_1;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
SAS_conservative_2;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
SAS_conservative_3;Liberal and Country League;Liberal and Country League;Liberal and Country League;;;;;;;;;;;
SAS_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
SAS_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
SAS_liberal_2;Liberal and Democratic Union;Liberal and Democratic Union;Liberal and Democratic Union;;;;;;;;;;;
SAS_liberal_3;Liberal Union;Liberal Union;Liberal Union;;;;;;;;;;;
SAS_liberal_4;Liberal Federation;Liberal Federation;Liberal Federation;;;;;;;;;;;
SAS_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
SAS_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
SAS_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
SAS_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
SAS_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;
SAS_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
SAS_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
SAT;Kyushu;;;;;;;;;;;;;
SAT_ADJ;Kyushuan;;;;;;;;;;;;;
SAT_absolute_monarchy;Satsuma;;;;;;;;;;;;;
SAT_prussian_constitutionalism;Satsuma;;;;;;;;;;;;;
SAT_hms_government;Satsuma;;;;;;;;;;;;;
SAT_absolute_monarchy_ADJ;Shimazu;;;;;;;;;;;;;
SAT_prussian_constitutionalism_ADJ;Shimazu;;;;;;;;;;;;;
SAT_hms_government_ADJ;Shimazu;;;;;;;;;;;;;
SAV;Saint Vincent;;;;;;;;;;;;;
SAV_ADJ;Vincentian;;;;;;;;;;;;;
SEN;Tohoku;;;;;;;;;;;;;
SEN_ADJ;Tohokuan;;;;;;;;;;;;;
SEN_absolute_monarchy;Sendai;;;;;;;;;;;;;
SEN_prussian_constitutionalism;Sendai;;;;;;;;;;;;;
SEN_hms_government;Sendai;;;;;;;;;;;;;
SEN_absolute_monarchy_ADJ;Date;;;;;;;;;;;;;
SEN_prussian_constitutionalism_ADJ;Date;;;;;;;;;;;;;
SEN_hms_government_ADJ;Date;;;;;;;;;;;;;
SHA;Shan;;;;;;;;;;;;;
SHA_ADJ;Shan;;;;;;;;;;;;;
SHA_conservative;National Party;;;;;;;;;;;;;
SHA_liberal;Democratic Party;;;;;;;;;;;;;
SHA_socialist;Progressive Party;;;;;;;;;;;;;
SHA_communist;Communist Party;;;;;;;;;;;;;
SHA_reactionary;Unity Party;;;;;;;;;;;;;
SHA_anarcho_liberal;Radical Party;;;;;;;;;;;;;
SHA_fascist;Fascist Party;;;;;;;;;;;;;
SAK;Siak;;;;;;;;;;;;;
SAK_ADJ;Siak;;;;;;;;;;;;;
SIB;Siberian Republic;;;;;;;;;;;;;
SIB_absolute_monarchy;Siberia;;;;;;;;;;;;;
SIB_prussian_constitutionalism;Siberia;;;;;;;;;;;;;
SIB_hms_government;Siberia;;;;;;;;;;;;;
SIB_ADJ;Siberian;;;;;;;;;;;;;
SIB_conservative;Slavophile;Slavophile;Slawophile;;;;;;;;;;;
SIB_liberal;Westerniser;Westerniser;Westler;;;;;;;;;;;
SIB_communist;Social Democratic;Social-démocrate;Social Democratic;;;;;;;;;;;
SIB_socialist;Menshevik;Menshevik;Menschewiki;;;;;;;;;;;
SIB_reactionary;Panslavic;Panslavic;Panslawisten;;;;;;;;;;;
SIB_conservative_2;Octobrists;Octobristes;Octobristen;;;;;;;;;;;
SIB_anarcho_liberal;Radicals;Radicaux;Radikale;;;;;;;;;;;
SIB_fascist;Fascists;Fascistes;Faschisten;;;;;;;;;;;
SLE;Sierra Leone;;;;;;;;;;;;;
SLE_ADJ;Sierra Leonean;;;;;;;;;;;;;
SLS;Silesia;;;;;;;;;;;;;
SLS_ADJ;Silesian;;;;;;;;;;;;;
SLS_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;Liberaldem. Partei;;;;;;;;;
SLS_conservative;Zentrumspartei;Zentrumspartei;Zentrumspartei;;Zentrumspartei;;;;;;;;;
SLS_liberal_2;Nationalliberale ;Nationalliberale ;Nationalliberale ;;Nationalliberale ;;;;;;;;;
SLS_socialist;Deutscher Arbeiterverein;Deutscher Arbeiterverein;Deutscher Arbeiterverein;;Deutscher Arbeiterverein;;;;;;;;;
SLS_reactionary;Nationale Partei;Nationale Partei;Nationale Partei;;Nationale Partei;;;;;;;;;
SLS_conservative_2;Konservative Partei;Konservative Partei;Konservative Partei;;Konservative Partei;;;;;;;;;
SLS_anarcho_liberal;Radical Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;Radical Arbeiterpartei;;;;;;;;;
SLS_communist;Communist Arbeiterpartei;Arbeiterpartei communiste;Kommunistische Arbeiterpartei;;Communist Arbeiterpartei;;;;;;;;;
SLS_fascist;Fascists;;;;;;;;;;;;;
SLW;Sulawesi;;;;;;;;;;;;;
SLW_ADJ;Sulawesian;;;;;;;;;;;;;
SMI;Sapmi;Sapmi;Sapmi;;;;;;;;;;;
SMI_ADJ;Sami;Sami;Sami;;;;;;;;;;;
SMI_liberal;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
SMI_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
SMI_reactionary;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
SMI_socialist;Labour Party;Labour Party;Labour Party;;;;;;;;;;;
SMI_anarcho_liberal;Radical Party;Radical Party;Radical Party;;;;;;;;;;;
SMI_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
SMI_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
SNG;Senegal;;;;;;;;;;;;;
SNG_ADJ;Senegalese;;;;;;;;;;;;;
SNZ;New Munster;New Munster;New Munster;;;;;;;;;;;
SNZ_ADJ;Munsterian;Munsterian;Munsterian;;;;;;;;;;;
SNZ_fascist_dictatorship;Zealandia;Zealandia;Zealandia;;;;;;;;;;;
SNZ_fascist_dictatorship_ADJ;Zealandian;Zealandian;Zealandian;;;;;;;;;;;
SNZ_presidential_dictatorship;South Island Republic;South Island Republic;South Island Republic;;;;;;;;;;;
SNZ_presidential_dictatorship_ADJ;South Islander;South Islander;South Islander;;;;;;;;;;;
SNZ_bourgeois_dictatorship;South Island Republic;South Island Republic;South Island Republic;;;;;;;;;;;
SNZ_bourgeois_dictatorship_ADJ;South Islander;South Islander;South Islander;;;;;;;;;;;
SNZ_democracy;South Island Republic;South Island Republic;South Island Republic;;;;;;;;;;;
SNZ_democracy_ADJ;South Islander;South Islander;South Islander;;;;;;;;;;;
SNZ_proletarian_dictatorship;Zealandia;Zealandia;Zealandia;;;;;;;;;;;
SNZ_proletarian_dictatorship_ADJ;Zealandian;Zealandian;Zealandian;;;;;;;;;;;
SNZ_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
SNZ_liberal;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
SNZ_socialist;Labour Party;Labour Party;Labour Party;;;;;;;;;;;
SNZ_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
SNZ_reactionary;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
SNZ_anarcho_liberal;Radical Party;Radical Party;Radical Party;;;;;;;;;;;
SNZ_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
SON;Sonora;;;;;;;;;;;;;
SON_ADJ;Sonoran;;;;;;;;;;;;;
SON_conservative;Partido Conservador;Partido Conservador;Partido Conservador;;;;;;;;;;;
SON_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;
SON_anarcho_liberal;Partido Federalista;Partido Federalista;Partido Federalista;;;;;;;;;;;
SON_conservative_2;Partido Moderado Liberal;Partido Moderado Liberal;Partido Moderado Liberal;;;;;;;;;;;
SON_liberal_2;Partido Radical Liberal;Partido Radical Liberal;Partido Radical Liberal;;;;;;;;;;;
SON_liberal_3;Partido Progresista;Partido Progresista;Partido Progresista;;;;;;;;;;;
SON_conservative_3;Partido Constitucionalista;Partido Constitucionalista;Partido Constitucionalista;;;;;;;;;;;
SON_liberal_4;Partido Antireelecionista;Partido Antireelecionista;Partido Antireelecionista;;;;;;;;;;;
SON_reactionary;Partido Imperialista;Partido Imperialista;Partido Imperialista;;;;;;;;;;;
SON_socialist;Partido Socialist;Partido socialiste;Partido Socialist;;;;;;;;;;;
SON_communist;Partido Communist;Partido communiste;Partido Communist;;;;;;;;;;;
SON_fascist;Partido Fascist;Partido fasciste;Partido Fascist;;;;;;;;;;;
SPC;Spain;;;;;;;;;;;;;
SPC_absolute_monarchy;Carlist Spain;;;;;;;;;;;;;
SPC_prussian_constitutionalism;Carlist Spain;;;;;;;;;;;;;
SPC_hms_government;Carlist Spain;;;;;;;;;;;;;
SPC_ADJ;Spanish;;;;;;;;;;;;;
SPU;South Peru;;;;;;;;;;;;;
SPU_ADJ;South Peruvian;;;;;;;;;;;;;
SRD;Sardinia;;;;;;;;;;;;;
SRD_ADJ;Sardinian;;;;;;;;;;;;;
SRI;Sri Lanka;;;;;;;;;;;;;
SRI_ADJ;Sri Lankan;;;;;;;;;;;;;
SRI_absolute_monarchy;Ceylon;;;;;;;;;;;;;
SRI_prussian_constitutionalism;Ceylon;;;;;;;;;;;;;
SRI_hms_government;Ceylon;;;;;;;;;;;;;
SRI_absolute_monarchy_ADJ;Ceylonian;;;;;;;;;;;;;
SRI_prussian_constitutionalism_ADJ;Ceylonian;;;;;;;;;;;;;
SRI_hms_government_ADJ;Ceylonian;;;;;;;;;;;;;
SRI_conservative;Royal Faction;;;;;;;;;;;;;
SRI_liberal;The Liberal Faction;;;;;;;;;;;;;
SRI_reactionary;The Nationalist Faction;;;;;;;;;;;;;
SRI_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
SRI_socialist;The Socialist Faction;;;;;;;;;;;;;
SRI_communist;The Communist Faction;;;;;;;;;;;;;
SRI_fascist;The Fascist Faction;;;;;;;;;;;;;
SUD;Sudan;;;;;;;;;;;;;
SUD_ADJ;Sudanese;;;;;;;;;;;;;
SUD_reactionary;the Mahdists;;;;;;;;;;;;;
SUD_conservative;Al Muhafidh;;;;;;;;;;;;;
SUD_liberal;Al Mutaharir;;;;;;;;;;;;;
SUD_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
SUD_socialist;Al Ishtiraki;;;;;;;;;;;;;
SUD_communist;Al Shiu'i;;;;;;;;;;;;;
SUD_fascist;Al Fashi;;;;;;;;;;;;;
SUL;Sulu;;;;;;;;;;;;;
SUL_ADJ;Sulu;;;;;;;;;;;;;
SUL_conservative;Conservatist Faction;;;;;;;;;;;;;
SUL_liberal;Reformist Faction;;;;;;;;;;;;;
SUL_socialist;Progressive Faction;;;;;;;;;;;;;
SUL_communist;Communist Faction;;;;;;;;;;;;;
SUL_reactionary;Nationalist Faction;;;;;;;;;;;;;
SUL_anarcho_liberal;Radical Faction;;;;;;;;;;;;;
SUL_fascist;Fascist faction;;;;;;;;;;;;;
SVY;Savoy;;;;;;;;;;;;;
SVY_ADJ;Savoyard;;;;;;;;;;;;;
SWH;Schleswig-Holstein;;;;;;;;;;;;;
SWH_ADJ;Schleswigian;;;;;;;;;;;;;
SWH_liberal;Liberaldem. Partei;Liberaldem. Partei;Liberaldem. Partei;;;;;;;;;;;
SWH_conservative;Zentrumspartei;;;;;;;;;;;;;
SWH_liberal_2;Nationalliberale;;;;;;;;;;;;;
SWH_liberal_3;Freisinnige Partei;;;;;;;;;;;;;
SWH_socialist;Deutscher Arbeiterverein;;;;;;;;;;;;;
SWH_socialist_2;Sozialdem. Arbeiterpartei;;;;;;;;;;;;;
SWH_socialist_3;Sozial. Arbeiterpartei;;;;;;;;;;;;;
SWH_reactionary;Nationale Partei;;;;;;;;;;;;;
SWH_conservative_2;Konservative Partei;;;;;;;;;;;;;
SWH_conservative_3;Christsoz. Arbeiterpartei;;;;;;;;;;;;;
SWH_anarcho_liberal;Radical Arbeiterpartei;;;;;;;;;;;;;
SWH_communist;Communist Arbeiterpartei;;;;;;;;;;;;;
SWH_fascist;NSDP;;;;;;;;;;;;;
SWK;Sarawak;;;;;;;;;;;;;
SWK_ADJ;Sarawakian;;;;;;;;;;;;;
SWK_fascist_dictatorship;Borneo Republic;;;;;;;;;;;;;
SWK_fascist_dictatorship_ADJ;Bornean;;;;;;;;;;;;;
SWK_conservative;Rajah Faction;Faction royale;Königsfraktion;;Facción real;;;;;;;;;
SWK_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;La facción liberal;;;;;;;;;
SWK_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;La facción nacionalista;;;;;;;;;
SWK_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;La facción radical;;;;;;;;;
SWK_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;La facción socialista;;;;;;;;;
SWK_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;La facción comunista;;;;;;;;;
SWK_fascist;The Borneo Faction;Faction fasciste;Die faschistische Fraktion;;La facción fascista;;;;;;;;;
SIE;Transylvania;;;;;;;;;;;;;
SIE_ADJ;Transylvanian;;;;;;;;;;;;;
SXI;Shanxi;Clique de Shanxi;Shanxi-Clique;;;;;;;;;;;
SXI_presidential_dictatorship;Shanxi Clique;Clique de Shanxi;Shanxi-Clique;;;;;;;;;;;
SYR;Syria;;;;;;;;;;;;;
SYR_ADJ;Syrian;;;;;;;;;;;;;
SYC;Sicily;;;;;;;;;;;;;
SYC_ADJ;Sicilian;;;;;;;;;;;;;
SYR_liberal;Hizb al-Islah al-Suriy;;;;;;;;;;;;;
SYR_conservative;Jam’iyat al-Arabiya al-Fatat;;;;;;;;;;;;;
SYR_socialist;Haraka al-Ishtirakiyyun al-Arab;;;;;;;;;;;;;
SYR_reactionary;Haraka al-Ahd al-Watani;;;;;;;;;;;;;
SYR_anarcho_liberal;Hizb al-Wataniyyin al-Ahrar;;;;;;;;;;;;;
SYR_communist;Al-hizb ash-Shuyu'i as-Suri;;;;;;;;;;;;;
SZC;Sichuan;;;;;;;;;;;;;
SZC_ADJ;Sichuan;;;;;;;;;;;;;
SZC_presidential_dictatorship;Sichuan Clique;;;;;;;;;;;;;
SZC_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
SZC_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
SZC_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
SZC_liberal;Liberal Party;Parti libéral;Liberale Partei;;;;;;;;;;;
SZC_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
SZC_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
SZC_anarcho_liberal;Freedom Party;Parti de la liberté;Freiheitspartei;;;;;;;;;;;
TAI;Formosa;;;;;;;;;;;;;
TAI_ADJ;Formosan;;;;;;;;;;;;;
TAI_conservative;Conservative Party;;;;;;;;;;;;;
TAI_liberal;Liberal Party;;;;;;;;;;;;;
TAI_reactionary;Nationalist Party;;;;;;;;;;;;;
TAI_anarcho_liberal;Radical Party;;;;;;;;;;;;;
TAI_socialist;Socialist Party;;;;;;;;;;;;;
TAI_communist;Communist Party;;;;;;;;;;;;;
TAI_fascist;Fascist Party;;;;;;;;;;;;;
TAJ;Tajikstan;;;;;;;;;;;;;
TAJ_ADJ;Tajik;;;;;;;;;;;;;
TAJ_conservative;Royal Faction;Faction royale;Königsfraktion;;;;;;;;;;;
TAJ_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;;;;;;;;;;
TAJ_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
TAJ_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
TAJ_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
TAJ_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
TAJ_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
TAR;Tatarstan;;;;;;;;;;;;;
TAR_ADJ;Tatar;;;;;;;;;;;;;
TAR_conservative;The Conservatives;Faction royale;Königsfraktion;;;;;;;;;;;
TAR_liberal;The Liberals;Faction libérale;Die liberale Fraktion;;;;;;;;;;;
TAR_reactionary;The Khanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
TAR_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
TAR_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
TAR_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
TAR_fascist;The Nationalists;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
TAS;Tasmania;Tasmania;Tasmania;;;;;;;;;;;
TAS_ADJ;Tasmanian;Tasmanian;Tasmanian;;;;;;;;;;;
TAS_absolute_monarchy;Van Diemen's Land;Van Diemen's Land;Van Diemen's Land;;;;;;;;;;;
TAS_absolute_monarchy_ADJ;Van Diemonian;Van Diemonian;Van Diemonian;;;;;;;;;;;
TAS_conservative;Conservative Faction;Conservative Faction;Conservative Faction;;;;;;;;;;;
TAS_conservative_1;Anti-Socialist Party;Anti-Socialist Party;Anti-Socialist Party;;;;;;;;;;;
TAS_conservative_2;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
TAS_liberal;Liberal Faction;Liberal Faction;Liberal Faction;;;;;;;;;;;
TAS_liberal_1;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
TAS_socialist;Labour Faction;Labour Faction;Labour Faction;;;;;;;;;;;
TAS_socialist_1;Labor Party;Labor Party;Labor Party;;;;;;;;;;;
TAS_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
TAS_reactionary;Radical Nationalists;Radical Nationalists;Radical Nationalists;;;;;;;;;;;
TAS_reactionary_2;Country Party;Country Party;Country Party;;;;;;;;;;;
TAS_anarcho_liberal;Radical Liberals;Radical Liberals;Radical Liberals;;;;;;;;;;;
TAS_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
TCA;Transcaucasia;;;;;;;;;;;;;
TCA_ADJ;Transcaucasian;;;;;;;;;;;;;
TKG;Shogunate Japan;;;;;;;;;;;;;
TKG_ADJ;Tokugawa;;;;;;;;;;;;;
TKM;Turkmenistan;;;;;;;;;;;;;
TKM_ADJ;Turkmenian;;;;;;;;;;;;;
TKM_conservative;Royal Faction;Faction royale;Königsfraktion;;;;;;;;;;;
TKM_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;;;;;;;;;;
TKM_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
TKM_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
TKM_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
TKM_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
TKM_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
TKS;Turkestan;;;;;;;;;;;;;
TKS_ADJ;Turkic;;;;;;;;;;;;;
TKS_conservative;Royal Faction;Faction royale;Königsfraktion;;;;;;;;;;;
TKS_liberal;The Liberal Faction;Faction libérale;Die liberale Fraktion;;;;;;;;;;;
TKS_reactionary;The Nationalist Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
TKS_anarcho_liberal;The Radical Faction;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
TKS_socialist;The Socialist Faction;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
TKS_communist;The Communist Faction;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
TKS_fascist;The Fascist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
TGA;Tonga;;;;;;;;;;;;;
TGA_ADJ;Tongan;;;;;;;;;;;;;
TNZ;Tanganyika;;;;;;;;;;;;;
TNZ_ADJ;Tanganyikan;;;;;;;;;;;;;
TNT;Tannu Tuva;;;;;;;;;;;;;
TNT_ADJ;Tuvan;;;;;;;;;;;;;
TNT_reactionary;Lama Faction;Faction Lama;Lama-Fraktion;;;;;;;;;;;
TNT_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
TNT_communist;Communist Party;Parti communiste ;Kommunistische Partei;;;;;;;;;;;
TNT_liberal;Liberal Party;Parti libéral;Liberale Partei;;;;;;;;;;;
TNT_anarcho_liberal;Freedom Party;Parti de la liberté;Freiheitspartei;;;;;;;;;;;
TNT_conservative;Conservative Party;Parti conservateur;Konservative Partei;;;;;;;;;;;
TNT_fascist;Unity Party;Parti unitaire;Einheitspartei;;;;;;;;;;;
TOG;Togo;;;;;;;;;;;;;
TOG_ADJ;Togolese;;;;;;;;;;;;;
TOS;Shikoku;;;;;;;;;;;;;
TOS_ADJ;Shikokuan;;;;;;;;;;;;;
TOS_absolute_monarchy;Tosa;;;;;;;;;;;;;
TOS_prussian_constitutionalism;Tosa;;;;;;;;;;;;;
TOS_hms_government;Tosa;;;;;;;;;;;;;
TOS_absolute_monarchy_ADJ;Yamauchi;;;;;;;;;;;;;
TOS_prussian_constitutionalism_ADJ;Yamauchi;;;;;;;;;;;;;
TOS_hms_government_ADJ;Yamauchi;;;;;;;;;;;;;
TPG;Heavenly Kingdom;;;;;;;;;;;;;
TPG_democracy;Taiping Republic;;;;;;;;;;;;;
TPG_bourgeois_dictatorship;Taiping Republic;;;;;;;;;;;;;
TPG_proletarian_dictatorship;Communist Taiping;;;;;;;;;;;;;
TPG_fascist_dictatorship;Taiping;;;;;;;;;;;;;
TPG_presidential_dictatorship;Taiping Clique;;;;;;;;;;;;;
TPG_ADJ;Taiping;;;;;;;;;;;;;
TPG_conservative;West King;;;;;;;;;;;;;
TPG_liberal;Yi King;;;;;;;;;;;;;
TPG_reactionary;East King;;;;;;;;;;;;;
TPG_socialist;North King;;;;;;;;;;;;;
TPG_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
TPG_communist;The Communist Faction;;;;;;;;;;;;;
TPG_fascist;The Fascist Faction;;;;;;;;;;;;;
TRE_reactionary;Monarchici;Monarchici;Monarchici;;Monarchici;;;;;;;;;
TRE_liberal;Intransigenti;Intransigenti;Intransige nti;;Intransigenti;;;;;;;;;
TRE_conservative;Transigenti;Transigenti;Transigen ti;;Transigenti;;;;;;;;;
TRE_socialist;Socialisti;Socialisti;Socialisti;;So cialisti;;;;;;;;;
TRE_communist;Rivoluzionari;Rivoluzionari;Rivoluzionari;;Rivoluzio nari;;;;;;;;;
TRE_reactionary_2;Cattolici;Cattolici;Cattolici;;C attolici;;;;;;;;;
TRE_anarcho_liberal;Radicali;Radicali;Radicali;;Radicali;;;;;;;;;
TRE_fascist;Fascisti;Fascisti;Fascisti;;Fascisti;;;;;;;;;
TRK;Truk;Truk;Truk;;;;;;;;;;;
TRK_ADJ;Trukese;Trukese;Trukese;;;;;;;;;;;
TRS;Tarasco;;;;;;;;;;;;;
TRS_ADJ;Tarascan;;;;;;;;;;;;;
TTB;Trinidad;Trinité & Tobago;Trinidad & Tobago;;Trinidad & Tobago;;;;;;;;;
TTB_ADJ;Trinidadian;Trinidadien;Trinidadisch;;Trinidadian;;;;;;;;;
TTB_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
TTB_liberal;Citizens' Alliance;Citizens' Alliance;Citizens' Alliance;;;;;;;;;;;
TTB_reactionary;National Party;National Party;National Party;;;;;;;;;;;
TTB_socialist;People's Partnership;People's Partnership;People's Partnership;;;;;;;;;;;
TTB_communist;Worker's Party;Worker's Party;Worker's Party;;;;;;;;;;;
TTB_anarcho_liberal;Butler Party;Butler Party;Butler Party;;;;;;;;;;;
TTB_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
TUR_presidential_dictatorship;Turkey;;;;;;;;;;;;;
TUR_presidential_dictatorship_ADJ;Turkish;;;;;;;;;;;;;
TUR_bourgeois_dictatorship;Turkey;;;;;;;;;;;;;
TUR_bourgeois_dictatorship_ADJ;Turkish;;;;;;;;;;;;;
TUR_fascist_dictatorship;Turkey;;;;;;;;;;;;;
TUR_reactionary;Nizam-i Alem;;;;;;;;;;;;;
TUR_reactionary_2;Ittihad-i Muhammedi Firkasi;;;;;;;;;;;;;
TUR_reactionary_3;Halâskâr Zabitân;;;;;;;;;;;;;
TUR_reactionary_4;Fedailer Cemiyeti;;;;;;;;;;;;;
TUR_conservative;Hükumet-i Hümayun;;;;;;;;;;;;;
TUR_conservative_2;Selamet-i Osmaniye;;;;;;;;;;;;;
TUR_conservative_3;Hürriyet ve Itilâf Firkasi;;;;;;;;;;;;;
TUR_liberal_2;Tanzimat Firkasi;;;;;;;;;;;;;
TUR_liberal_4;Osmanli Demokrat Firkasi;;;;;;;;;;;;;
TUR_liberal_5;Halk Firkasi;;;;;;;;;;;;;
TUR_socialist;Osmanli Köylü ve Amele Firkasi;;;;;;;;;;;;;
TUR_socialist_3;Sosyalist Firka;;;;;;;;;;;;;
TUR_communist;Ihtilalci Avam Firkasi;;;;;;;;;;;;;
TUR_communist_2;Komünist Firka;;;;;;;;;;;;;
TUR_communist_3;Halk Istirakiyun Firkasi;;;;;;;;;;;;;
TUR_liberal;Ittihat ve Terakki Firkasi;;;;;;;;;;;;;
TUR_liberal_3;Yeni Osmanlilar Cemiyeti;;;;;;;;;;;;;
TUR_socialist_2;Osmanli Ahali Firkasi;;;;;;;;;;;;;
TUR_anarcho_liberal;Osmanli Ahrar Firkasi;;;;;;;;;;;;;
TUR_fascist;Ittihat ve Terakki Firkasi;;;;;;;;;;;;;
TUR_fascist_2;Türk Ocagi;;;;;;;;;;;;;
TUR_fascist_3;Milli Firka;;;;;;;;;;;;;
TUS_reactionary;Restaurazionisti;Restaurazionisti;Restaurazionisti;;Restaurazionis ti;;;;;;;;;
TUS_conservative;Moderati ;Moderati ;Moderati;;Moderati ;;;;;;;;;
