Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EVTDESC121320;Now that we have proved victorious in uniting Russia under the banner of legitimism, we are under the obligation to fulfill the promise the Tsarist pretender made in Prussia in his exile. In exchange for Prussian support in our fight, we promised them the Latvian and Estonian lands we own. Prussian troops are ready to march into these provinces the moment we sign them over to Prussia.;;;;;;;;;;;;;
EVTOPTA121320;A fair deal.;;;;;;;;;;;;;
EVTOPTB121320;On second thought...;;;;;;;;;;;;;
EVTNAME121321;The Prussian Promise;;;;;;;;;;;;;
EVTDESC121321;The Tsarists have fulfilled their agreement to hand over the Russian Baltic to us. Finally, the German nobility there is reunified with their Prussian brethren.;;;;;;;;;;;;;
EVTOPTA121321;The Baltic will be forever ours!;;;;;;;;;;;;;
EVTNAME121322;The Prussian Promise;;;;;;;;;;;;;
EVTDESC121322;Despite what he promised us, the Tsarist bastard in Moscow refuses to agree to turn over the Baltic to us, arguing that the deal was not really his to make. We must teach him a lesson he will never forget!;;;;;;;;;;;;;
EVTOPTA121322;Attack!;;;;;;;;;;;;;
EVTOPTB121322;We can do nothing.;;;;;;;;;;;;;
EVTNAME121325;The Decembrist Schism;;;;;;;;;;;;;
EVTDESC121325;Since the success of the 1826 Decembrist Rebellion, a coalition of liberal-minded army officers have served as the major power faction in the Russian government. In recent years, however, there have been increasingly strained relations between two factions within the Decembrists- the Westernizers, who wish to see Russia become more like the nations of Europe, and the Slavophiles, who, while supporting democratic reform and improved living conditions for the peasantry, believe that Russia must not embrace Western ways, but must instead rely on its traditions and agrarian spirit to thrive. The divide has finally reached the boiling point, and the two groups have formally divided into opposing parties. We can now take decisions to favor either faction for appointments in the government.;;;;;;;;;;;;;
EVTOPTA121325;Can't they just get along?;;;;;;;;;;;;;
EVTNAME121326;Constantine I Dies;;;;;;;;;;;;;
EVTDESC121326;Emperor Michael II, Tsar since the death of Constantine I in 1831, has today passed away. Though he was a staunch militarist, his desire to hold the throne kept him from protesting too much against the Decembrists' reforms. However, he had no male children, and in an effort to prevent the son of Nihcolas Romanov from inheriting the throne, his eldest surviving daughter, Catherine Mikhailovna, has taken the throne as Catherine II. This move has given the government even more questionable legitimacy, and many are now openly calling for a return of the "legitimate" Tsar in exile.;;;;;;;;;;;;;
EVTOPTA121326;What's the worst that could happen?;;;;;;;;;;;;;
EVTNAME121327;The Decembrist Rebirth;;;;;;;;;;;;;
EVTDESC121327;The Civil War with the reactionaries made many Russian intellectuals question whether the differences between Slavophiles and Westernizers was as great as it had first appeared. In order to resist to Tsarist propagandists, intellectual on both sides of the divide found themselves increasingly standing on common ground in support of a constitutional government that rules for the good of all citizens. After three years, this has culminated in the end of the schism, and both parties have again come together. Though they shall remain seperate parties, both have agreed to work hand in hand and not to attempt to sabotage the other through court intrigue.;;;;;;;;;;;;;
EVTOPTA121327;At last we shall have stable government!;;;;;;;;;;;;;
EVTNAME32400;The Decembrist Legacy;The Decembrist Legacy;The Decembrist Legacy;;The Decembrist Legacy;;;;;;;;;
EVTDESC32400;On 26 December, 1825, a group of liberal army officers successfully overthrew the autocratic Tsar Nicholas I, replacing him with the constitutional Emperor Constantine I. Though the officers were inspired by the liberal principles of the French Revolution, they mainly succeeded due to the disgust of the more conservative officers with the tsars, whose conduct in the Napoleonic Wars they blamed for disgracing Russia. Now, more than ten years later, liberal government has largely failed to change the financial or military situation of the Russian Empire, and many are beginning to grumble for a return of divine and blessed autocracy. Constantine's death in 1831 and the subsequent placing on Grand Duke Michael on the throne further destablized the situation, and recent rumors of an ideological divide in the ruling Decembrist faction also serve as harbingers of the coming trials for Russia.;;;;;;;;;;;;;
EVTOPTA32400;If only the Russian people were smarter, and not so Slavic.;;;;;;;;;;;;;
EVTNAME32411;A New Dark Age?;A New Dark Age?;A New Dark Age?;;A New Dark Age?;;;;;;;;;
EVTDESC32411;Attempts to compromise between the autocrats and the constitutionalists have failed. The forces of reaction have raised their flag under a tsarist pretender, and they are determined to restore the old ways by any means necessary. Russia now has a choice-- forward to an age of liberalism, or backwards into an age of superstition? We must now fight to defend the principles we hold dear, but be warned: A White Peace will not satisfy the people. Attempting to do so will lead to violence quickly starting again, until one side has reached 100 war exhaustion.;;;;;;;;;;;;;
EVTOPTA32411;Long live liberalism!;;;;;;;;;;;;;
EVTOPTB32411;For God, Tsar, and Mother Russia!;;;;;;;;;;;;;
EVTNAME32414;The Liberal Terror;;;;;;;;;;;;;
EVTDESC32414;The Civil War is over. Victory was acheived on the battlefield, but many Russians still favor the Autocrat pretenders. We are seeking them out and giving them their fair due, and Mother Russia is finally being reunited under the banner of Liberalism and Modernity.;;;;;;;;;;;;;
EVTOPTA32414;Who knew Slavs could be so progressive?;;;;;;;;;;;;;
EVTNAME32415;The White Terror;The White Terror;The White Terror;;The White Terror;;;;;;;;;
EVTDESC32415;The Civil War is over. Victory was acheived on the battlefield, but many Russians still favor the Decembrist pretenders. We are seeking them out and giving them their fair due, and Mother Russia is finally being reunited under the banner of Orthodoxy and Autocracy.;;;;;;;;;;;;;
EVTOPTA32415;God Save the Tsar!;;;;;;;;;;;;;
EVTNAME32416;The People do not Accept the Peace;;;;;;;;;;;;;
EVTDESC32416;Some in our government thought that the best way to deal with the Civil War was to make a temporary peace with the enemey in order to lick our wounds and rebuild our armies. Unfortunately, our people do not agree, and our armies have begun to reattack the enemy.;;;;;;;;;;;;;
EVTOPTA32416;There shall be no peace until our nation is whole once more.;;;;;;;;;;;;;
EVTNAME32461;A New Concordat;;;;;;;;;;;;;
EVTDESC32461;Since 1801, relations between the Roman Catholic Church and France have been based on the Concordat of 1801, which gave France a great deal of leverage in dealing with the Church within its borders. However, it now seems that a newly appointed Pope with reactionary ideas has demanded that we re-negotiate the Concordat to allow the Church more power. If we agree to negotiate, our population and the rest of the world will see us as weak. However, if we refuse to negotiate, we may face the Church's ill will and maybe even the excommunication of the Emperor.;;;;;;;;;;;;;
EVTOPTA32461;Perhaps we should be more fair to the Holy Father.;;;;;;;;;;;;;
EVTOPTB32461;Does the Pope forget that we once annexed his realm?.;;;;;;;;;;;;;
EVTNAME32462;Negotiations Begin;;;;;;;;;;;;;
EVTDESC32462;The wise Emperor of the French has seen the validity of our complaints, and has proven willing to negotiate a new concordat. This is the day that the Church once more begins to reclaim its place in the world as the one true church!;;;;;;;;;;;;;
EVTOPTA32462;God Bless the Emperor.;;;;;;;;;;;;;
EVTNAME32463;Negotiations Refused;;;;;;;;;;;;;
EVTDESC32463;It seems that the godless Emperor of the French has refused to consider changing the terms of the Concordat. This leaves us with a dilemna: we can back down, and lose prestige in the eyes of the world and the faithful, or we can excommunicate the Emperor. This option is risky, however, as we risk angering France enough to cause a war.;;;;;;;;;;;;;
EVTOPTA32463;Perhaps we shall wait for another day to discuss this...;;;;;;;;;;;;;
EVTOPTB32463;The Church has but one head. Excommunicate him.;;;;;;;;;;;;;
EVTNAME32464;The Pope Backs Down;;;;;;;;;;;;;
EVTDESC32464;Thankfully, cool heads have prevailed in our dispute with the Holy Father. He has agreed to continue accepting the terms of the Concordat of 1801.;;;;;;;;;;;;;
EVTOPTA32464;Even the devout can see Napoleon's wisdom.;;;;;;;;;;;;;
EVTNAME32465;Excommunication;;;;;;;;;;;;;
EVTDESC32465;The fool that sits on St. Peter's throne has made a very unwise decision and has expelled our Emperor from the Church. While French priests will surely ignore the Pope's bluster, many in our nation are so offended by the actions of the Pope that they are calling for a re-annexation of the Papal States and French subjugation of the Pope, as Napoleon I did in 1808.;;;;;;;;;;;;;
EVTOPTA32465;Let us make the Pope just a Bishop of Rome!;;;;;;;;;;;;;
EVTOPTB32465;War against the Pope seems a bit extreme.;;;;;;;;;;;;;
EVTNAME32499;Union Tensions;;;;;;;;;;;;;
EVTDESC32499;When Napoleon invaded Portugal in 1808, the Royal court of Portugal fled to their colony of Brazil. Over the years spent in exile, Brazil was raised to the status of a co-equal Kingdom with Portugal and Rio de Janeiro became the new administrative and financial center of the Portuguese Empire. Even after Napoleon withdrew his troops from Iberia in 1813, the continuing tensions on the continent dissuaded the Royals from returning. Now that Portugal is largely secure, however, many of our subjects there feel that their interests are being sacrificed to the interests of Brazil and are pushing for the Court to return to Lisbon.;;;;;;;;;;;;;
EVTOPTA32499;We shall stay in the New World.;;;;;;;;;;;;;
EVTOPTB32499;We must return to the land of our forefathers.;;;;;;;;;;;;;
EVTNAME32498;Society for Liberation;;;;;;;;;;;;;
EVTDESC32498;Our decision to keep the capital of the Empire in Rio has not been met with much approval in Portugal. Besides unpatriotic and disloyal mutterings, there are even secret societies forming with the purpose of setting up a new King in Portugal and declaring independence.;;;;;;;;;;;;;
EVTOPTA32498;Colonial scum!;;;;;;;;;;;;;
EVTNAME32497;Society for Liberation;;;;;;;;;;;;;
EVTDESC32497;Our decision to move the capital of the Empire to Lisbon has not been met with much approval in Brazil. Besides unpatriotic and disloyal mutterings, there are even secret societies forming with the purpose of setting up a new monarch in Brazil and declaring independence.;;;;;;;;;;;;;
EVTOPTA32497;Disloyal scum!;;;;;;;;;;;;;
EVTNAME40000;The Haitian Concession;;;;;;;;;;;;;
EVTDESC40000;When First Consul Napoleon Bonaparte abandoned Haiti in 1804, he never forgot the humiliation his troops had suffered there. Even today, many feel that the time is right for us to take Haiti back as our rightful colony. The Haitians know this too, and so have offered us a large concession in exchange for us dropping our claims. If we accept, we lose our justification for taking the island back, but a refusal may reflect poorly on us in the eyes of the world.;;;;;;;;;;;;;
EVTOPTA40000;We accept this offer.;;;;;;;;;;;;;
EVTOPTB40000;We will not drop our valid claims for a mere bribe!;;;;;;;;;;;;;
EVTNAME40001;France Accepts;The Haitian Concession;The Haitian Concession;;The Haitian Concession;;;;;;;;;
EVTDESC40001;The French tyrants have accepted our enormous ransom, and have abandoned their claims to our island. Though it will take many years to recover from this blow to our treasury, at least French greed has been appeased with gold rather than blood.;;;;;;;;;;;;;
EVTOPTA40001;B-b-but we could have been a First World country if we hadn't had to pay that!;;;;;;;;;;;;;
EVTNAME40002;France Refuses;;;;;;;;;;;;;
EVTDESC40002;The French tyrants have refused to abandon their claims on Haiti. Very well, then: if they will not accept gold, then we will give them steel instead!;;;;;;;;;;;;;
EVTOPTA40002;Come then, you frogs!;;;;;;;;;;;;;
EVTNAME32490;The Return of Greek Nationalism;;;;;;;;;;;;;
EVTDESC32490;In the 1820s, the Greek subjects of our Empire began a massive rebellion against our rule. Thankfully, due to the weakened state of the Christian powers, infighting amongst the rebels, and the aid of Egypt, the revolt was crushed. Yet now, a decade later, Hellenistic sentiments continue to bubble beneath the surface of the calm in Greece. We must face the fact that another Greek rebellion is likely quite soon.;;;;;;;;;;;;;
EVTOPTA32490;We shall survive this storm, too.;;;;;;;;;;;;;
EVTNAME32489;Greek Secret Societies;;;;;;;;;;;;;
EVTDESC32489;Resentment against Turkish rule has led to the emergence of organizations pushing for complete independence for Greece from our Empire.;;;;;;;;;;;;;
EVTOPTA32489;Barbarians.;;;;;;;;;;;;;
EVTNAME32488;A Rising Greek Movement;;;;;;;;;;;;;
EVTDESC32488;Since the fall of Constantinople in 1453, the Greeks have labored under the rule of the despotic Turks. Yet in recent years they have begun to organize into circles dedicated to resisting the Ottomans and restoring their ancient nation. We have a chance to contribute to these movements, yet to do so would seriously damage our relationship with the Ottoman Empire. To not do so, however, would likely lead to resentment amongst our Hellenophilic classes.;;;;;;;;;;;;;
EVTOPTA32488;Fund these heroes!;;;;;;;;;;;;;
EVTOPTB32488;We shall not aid those who contribute to disorder.;;;;;;;;;;;;;
EVTNAME32487;Foreign Funding for the Greeks;;;;;;;;;;;;;
EVTDESC32487;It seems that we shall have to deal with more than the stubbornness of the Greeks in our efforts to retain our Empire's integrity. Disgustingly, the Greek Rebels are now receiving funding from Christian nations, increasing their effectiveness.;;;;;;;;;;;;;
EVTOPTA32487;I doubt they will ever be able to pay that money back.;;;;;;;;;;;;;
EVTNAME32486;The Greek War for Independence;;;;;;;;;;;;;
EVTDESC32486;News has reached us that the Greeks have organized an effective rebellion against the Turks and declared independence from the Ottoman Empire. It is likely, however, that the Turks will not be long in crushing this rebellion. If we wish, we can establish diplomatic relations with the Greeks and intervene in the war, though this would drastically hurt relations with the Ottomans. Our wealthier populace, however, seems eager to support the revival of Athens, and will not take a refusal to intervene very well.;;;;;;;;;;;;;
EVTOPTA32486;We owe much to the ancient Greeks. It is only fitting that we aid their descendants.;;;;;;;;;;;;;
EVTOPTB32486;They're not even real Greeks, you idiots!;;;;;;;;;;;;;
EVTNAME32485;Greek War of Independence - Foreign Intervention;;;;;;;;;;;;;
EVTDESC32485;A great power has intervened in the Greek War of Independence on the side of the Greek fighters. They will only leave once the situation in Greece is resolved, for better or worse. The Ottoman Empire must win this war or else, the rest of the Balkans will open up to foreign intervention and strife.;;;;;;;;;;;;;
EVTOPTA32485;Athens will be conquered yet again!;;;;;;;;;;;;;
EVTNAME32483;Our Ancient Military;;;;;;;;;;;;;
EVTDESC32483;By the Victorian Era, the military of the Ottoman Empire was extremely outdated. Though alliances with European Powers had helped somewhat, as had the abolition of the Janissaries in 1826, the Empire's capabilities were far behind those of the Christian Powers. Until we launch upon a large modernization effort, our military will suffer in comparison to those of the Christians.;;;;;;;;;;;;;
EVTOPTA32483;Outdated? This is the same force that conquered the Romans!;;;;;;;;;;;;;
EVTNAME32482;Repulsed from Crimea;;;;;;;;;;;;;
EVTDESC32482;We have failed to keep the Crimean Peninsula in the hands of our allies, and we must now pay the price for it. Our claims to the lands surrounding the Black Sea have lost all legitimacy in the eyes of the world.;;;;;;;;;;;;;
EVTOPTA32482;Who needs the Tartars anyway?;;;;;;;;;;;;;
EVTNAME32470;Murat the Mad;;;;;;;;;;;;;
EVTDESC32470;Though the current King of Naples, Joachim Murat the First, was put on the throne by Napoleon, Murat chose to rebel against France in the Great War of 1822 in a bid for independence. Since then, he has grown progressively madder and more paranoid, reinstating absolutism and imprisoning or killing any who disagree with him. On the positive side, his vast collection of self-awarded medallions has aided the crafting industry significantly.;;;;;;;;;;;;;
EVTOPTA32470;All hail our beloved leader! Or else.;;;;;;;;;;;;;
EVTOPTA600037;We are free!;;;;;;;;;;;;;
EVTOPTB600037;We are safe under the French.;;;;;;;;;;;;;
EVTNAME600042;German War of Liberation;;;;;;;;;;;;;
EVTDESC600042;The Coalition of Nations engages in a war with the French with hopes of gaining their freedom. We have waited for the French to fall into a period of weakness, and this is the perfect chance!;;;;;;;;;;;;;
EVTOPTA600042;The German War of Liberation begins!;;;;;;;;;;;;;
EVTOPTB600042;Perhaps this is too risky.;;;;;;;;;;;;;
EVTDESC37245;We have defeated the French, and gained the freedom of many new German states who will look to join our country. Germany shall rule Europe forever!;;;;;;;;;;;;;
EVTOPTA37245;The war is won!;;;;;;;;;;;;;
EVTNAME66550;British Diplomacy;;;;;;;;;;;;;
EVTDESC66550;The British Empire has approached our diplomats with the proposal to negotiate over our claims to our former colonies in the Atlantic. While we may not like the Imperials, they may offer us a good deal.;;;;;;;;;;;;;
EVTOPTA66550;We shall hear their offer.;;;;;;;;;;;;;
EVTOPTB66550;We shall not negotiate with oligarchical scum!;;;;;;;;;;;;;
EVTNAME66551;Choosing Our Offer;;;;;;;;;;;;;
EVTDESC66551;The French have proven willing to negotiate. We can generously give them back their colonies, which will surely improve relations between our nations greatly, or we can attempt to purchase the rights to their lands and get them to drop their claims. They may not be as likely to accept the second offer, though.;;;;;;;;;;;;;
EVTOPTA66551;Let us give back their colonies and bind our nations together in friendship.;;;;;;;;;;;;;
EVTOPTB66551;Would 100,000 pounds be enough?;;;;;;;;;;;;;
EVTNAME66552;French Rejection;;;;;;;;;;;;;
EVTDESC66552;Sadly, the French have been insulted by our offer and refuse to negotiate. Our relations have suffered as a result.;;;;;;;;;;;;;
EVTOPTA66552;The bastards just want war!;;;;;;;;;;;;;
EVTNAME66553;A Generous Offer;;;;;;;;;;;;;
EVTDESC66553;The British Empire have generously agreed to give us back our former colonies. Perhaps this is the start of a new era in our relations?;;;;;;;;;;;;;
EVTOPTA66553;So long as I don't have to eat their food or love their women.;;;;;;;;;;;;;
EVTNAME66554;A Tempting Offer;;;;;;;;;;;;;
EVTDESC66554;Unfortunately, the British Empire refuses to consider letting us have our colonies back. However, they are willing to compensate us generously if we agree to drop our claims to the islands.;;;;;;;;;;;;;
EVTOPTA66554;Better that we be paid in gold than we pay them in blood.;;;;;;;;;;;;;
EVTOPTB66554;We will not sell our nation's honor for money!;;;;;;;;;;;;;
EVTNAME66556;The French Accept;;;;;;;;;;;;;
EVTDESC66556;The French have agreed to sell us the claims to the colonies. Our bankers are getting ready to process the transaction, and our diplomats are celebrating a possible aversion of war.;;;;;;;;;;;;;
EVTOPTA66556;I guess one can deal with these people.;;;;;;;;;;;;;
EVTNAME66557;The French Refuse;;;;;;;;;;;;;
EVTDESC66557;Sadly, the French have not taken our offer of compensation well at all, and have considered it an insult. It looks as though we shall have to prepare for eventual war.;;;;;;;;;;;;;
EVTOPTA66557;Is money really so dirty to them?;;;;;;;;;;;;;
EVTNAME86000;The Rise of Nations;;;;;;;;;;;;;
EVTDESC86000;Won over by the promises of the enemy, the non-French peoples of our Empire have risen against us and joined in a common confederation devoted to securing our defeat and gaining independence.;;;;;;;;;;;;;
EVTOPTA86000;We shall crush them too!;;;;;;;;;;;;;
EVTNAME86001;The End of the Coalition;;;;;;;;;;;;;
EVTDESC86001;Our nation has successfully retained its imperium over its non-French populations. The morale of the nationalist movements is shattered, and any hopes that their coalition will rise again in the future have been dashed.;;;;;;;;;;;;;
EVTOPTA86001;Vive l'Empire!;;;;;;;;;;;;;
EVTNAME86003;The Coalition Victory;;;;;;;;;;;;;
EVTDESC86003;The Coalition of Nations has fulfilled their obligations in the French Civil War, and have now been given the freedom we so desire. The French have honored their deal and removed all claims on our country. A new dawn shines over the world, a world in which we are free.;;;;;;;;;;;;;
EVTOPTA86003;We raise a glass to our new freedom!;;;;;;;;;;;;;
EVTNAME86080;The Greek War of Independence;;;;;;;;;;;;;
EVTDESC86080;Emboldened by the funding from the Christian powers, the Greek subjects of the sultan have risen in rebellion against us. Though on their own they are weak, it is quite possible that powerful nations awash with romatic ideas of a free Greece will intervene to aid them if we do not put this rebellion down quickly. If a foreign power does interced, than making a peace with Greece will thus lead to us losing our claim to the land.;;;;;;;;;;;;;
EVTOPTA86080;Filthy Swine.;;;;;;;;;;;;;
EVTNAME86081;Greek Independence;;;;;;;;;;;;;
EVTDESC86081;Today word has reached us that the Ottoman Empire has agreed to release a good deal of Greek territory as a free Greek state. This is a glorious day for both the Greeks and for those who admire Greek culture, and our nation's sucessful intervention gives some of today's glory to us.;;;;;;;;;;;;;
EVTOPTA86081;Long live free Greece!;;;;;;;;;;;;;
EVTNAME86082;Greek Independence;;;;;;;;;;;;;
EVTDESC86082;The combined pressure of the Greek rebels and the Christian Powers has forced us to agree to the establishment of a free Greek state. After long negotiations, the borders of this new nation have been drawn on the map, and we have abandoned all claims to the land. Today is an ignoble day for the descendants of Osman.;;;;;;;;;;;;;
EVTOPTA86082;We're better off without them.;;;;;;;;;;;;;
EVTNAME600023;The Reorganization of Austria;;;;;;;;;;;;;
EVTDESC600023;Now that we have granted Hungary equal status within our empire, the state is launching a massive reorganization of the bureaucracy to adjust to the situation. The flags are being changed, maps are being redrawn, and Hungary's new Magyar government is being intertwined with ours. Peaceful, if a bit messy, days will be with us for a long time.;;;;;;;;;;;;;
EVTOPTA600023;All Hail the Emperor and King!;;;;;;;;;;;;;
EVTNAME600024;A Return to Germanic Civilization;;;;;;;;;;;;;
EVTDESC600024;Circumstances have led Hungary to leave the dual monarchy. While this certainly means a loss of power for our nation, many are welcoming the removal of Hungarians from our Empire.;;;;;;;;;;;;;
EVTOPTA600024;What did they really have to offer us anyway?;;;;;;;;;;;;;
EVTNAME600025;The Hungarian Menace;;;;;;;;;;;;;
EVTDESC600025;While Hungary has long been under the rule of the Hapsburgs, the lack of threat from the Turks have led many Hungarians to begin pushing for greater independence for their nation. While the situation is under control for now, our spies in the Hungarian nationalist movements report that if concessions are not made to Hungary within a few years, the Hungarians will likely revolt against us if our nation has become vulnerable from having a War Exhaustion score of 30 or higher.;;;;;;;;;;;;;
EVTOPTA600025;Perhaps we should consider a compromise.;;;;;;;;;;;;;
EVTNAME600026;The Hungarian Revolution;;;;;;;;;;;;;
EVTDESC600026;It seems our unwillingness to compromise with the Hungarians in our empire may have been a mistake. At our current moment of great vulnerability, a group of traitorous Hungarians has risen the flag of revolution, and will not rest until either Hungary is free or until they are dead.;;;;;;;;;;;;;
EVTOPTA600026;We will crush them!;;;;;;;;;;;;;
EVTNAME600027;The Claim to Spain;;;;;;;;;;;;;
EVTDESC600027;When Napoleon invaded Spain and put his brother on the throne, few accepted him as the legitimate king. However, the true heir and his family were kept imprisoned by Napoleon until they died childless. As a result, the closest living relative happens to be the King of Sicily, due to a claim from Charles III of Spain. A delegation from the King has arrived today, demanding we recognize his claim to the throne and unite with Sicily as one nation. This seems like it might be the right time to restore the monarchy, but factions in the Cortes are divided. Some say we should offer him the crown on his own terms, while some say we should demand he rule constitutionally. Some radicals even claim we should refuse to submit to a European monarch.;;;;;;;;;;;;;
EVTOPTA600027;He is our rightful sovereign.;;;;;;;;;;;;;
EVTOPTB600027;We demand he rule in a liberal fashion.;;;;;;;;;;;;;
EVTOPTC600027;Our destiny lies in the Americas, not Europe.;;;;;;;;;;;;;
EVTNAME600028;Gaining the Throne;;;;;;;;;;;;;
EVTDESC600028;The silly liberals in the Cortes have thrown away their principles in their desparation for a rightful king. Though our accession to the throne is technically in violation of the Treaty of Utrecht, few in Europe other than France care anymore about such relics. Taking the throne will also lead to us losing our claim on the Kingdom of Naples.;;;;;;;;;;;;;
EVTOPTA600028;Never match wills with a Sicilian when a throne is on the line.;;;;;;;;;;;;;
EVTNAME600029;An Offer of the Throne;;;;;;;;;;;;;
EVTDESC600029;The liberals in the Cortes have shown willingness to make us King of Spain, but at a cost. If we wish to rule them, we must agree to accept a constitution for Spain. Further, an accession to the throne is technically in violation of the Treaty of Utrecht, though few in Europe other than France care anymore about such relics. Taking the throne will also lead to us losing our claim on the Kingdom of Naples.;;;;;;;;;;;;;
EVTOPTA600029;Havana is worth some parchment.;;;;;;;;;;;;;
EVTOPTB600029;We rule by divine right!;;;;;;;;;;;;;
EVTNAME600030;The Royal Rejection;;;;;;;;;;;;;
EVTDESC600030;It seems the decades away from Europe has gone to the heads of the Spaniards. They have denied our claim to the throne entirely and have decided to reject the House of Bourbon as legitimate rulers.;;;;;;;;;;;;;
EVTOPTA600030;Liberal bastards.;;;;;;;;;;;;;
EVTNAME600031;The Royal Rejection;;;;;;;;;;;;;
EVTDESC600031;It seems that for some, despotism is more valuable than legitimacy. The King of Sicily has refused our offer, and has decided to continue ruling as an absolute monarch.;;;;;;;;;;;;;
EVTOPTA600031;Reactionary bastard.;;;;;;;;;;;;;
EVTNAME600032;The Deal is Done;;;;;;;;;;;;;
EVTDESC600032;With the King of Sicily agreeing to the demands of the liberals in the Cubano Cortes, Spain today has its rightful sovereign back on the the throne!;;;;;;;;;;;;;
EVTOPTA600032;Onwards to Madrid!;;;;;;;;;;;;;
EVTNAME600033;The Death of Old Spain;;;;;;;;;;;;;
EVTDESC600033;News has reached us today that the representatives of the old Spanish government in exile have today abandoned their claims to the Iberian Peninsula. As such, we are being recongized by the world as the only rightful Spanish government.;;;;;;;;;;;;;
EVTOPTA600033;Long Live New Spain!;;;;;;;;;;;;;
EVTNAME600034;The True Spain?;;;;;;;;;;;;;
EVTDESC600034;Now that we are no longer a puppet of the French, calls echo from all over the nation for the re-unification of Spain and the return of the true government in exile. Giving in to popular demand will, of course, mean the end for our government, but refusing will surely not be taken well by the populace.;;;;;;;;;;;;;
EVTOPTA600034;We graciously surrender.;;;;;;;;;;;;;
EVTOPTB600034;WE are the True Spanish Nation!;;;;;;;;;;;;;
EVTNAME600035;The Reunification;;;;;;;;;;;;;
EVTDESC600035;The illegitimate rulers of the Spanish puppet state have, thankfully, given in to popular demand and surrendered Spain to us. Today our nation is whole once more.;;;;;;;;;;;;;
EVTOPTA600035;Viva Espa?!;;;;;;;;;;;;;
EVTNAME600036;No Reunification;;;;;;;;;;;;;
EVTDESC600036;The illegitimate rulers of the Spanish puppet state have, sadly, refused to give in to popular demand and surrender Spain to us. It shall mean war before our nation is whole once more.;;;;;;;;;;;;;
EVTOPTA600036;We shall prevail!;;;;;;;;;;;;;
EVTNAME600039;Imperial Experts;;;;;;;;;;;;;
EVTDESC600039;As a dominion of the British Empire, our people both suffer and benefit from our puppet status. Though we are not free to form our own foreign policy, the Imperial government takes an interest in our welfare, and often sends experts to help us modernize our technology so we can better combat those who would take our land.;;;;;;;;;;;;;
EVTOPTA600039;What is this "wheel" they keep talking about?;;;;;;;;;;;;;
EVTNAME600040;The Capital, Occupied;;;;;;;;;;;;;
EVTDESC600040;The enemy has occuped our capital. The effects of this cannot be understated, as all over our nation, the populace is panicking. Rebel groups seeing a chance to overthrow the government are forming, families are fleeing wherever they can go to get away from the enemy, the infrastructure of the nation is shutting down, and calls for peace at any price grow louder each day. Until we retake our capital, the chances of this war ending well look grim.;;;;;;;;;;;;;
EVTOPTA600040;We must continue the fight!;;;;;;;;;;;;;
EVTNAME600041;The Capital, Taken;;;;;;;;;;;;;
EVTDESC600041;The enemy no longer controls our capital. The people are calming down, and life is returning to some state of normalcy-- at least, whatever can be called normal in a time of hardship.;;;;;;;;;;;;;
EVTOPTA600041;Our sacred soil is ours once more.;;;;;;;;;;;;;
EVTNAME600045;The Liberal Pope?;;;;;;;;;;;;;
EVTDESC600045;In an event that has shocked Europe, the Papal Conclave of 1846 has elected Giovanni Maria Mastai-Ferretti, a man widely believed to be a liberal and an Italian nationalist, as the new Pope. Taking the name Pope Pius IX, many in Italy see him as the possible head of a unified Italy. In the next few years, many Italian nationalists will look towards the Papal State to see if Pius really represents the spirit of reform Italy needs.;;;;;;;;;;;;;
EVTOPTA600045;Pius IX is indeed a reformer.;;;;;;;;;;;;;
EVTOPTB600045;Pius IX is more interested in spiritual matters.;;;;;;;;;;;;;
EVTNAME600046;The Work of Redemption;;;;;;;;;;;;;
EVTDESC600046;Giuseppe Garibaldi, a general famous both for his skill in waging war in South America and for his radical Italian nationalism, has today shown up at the Papal Palace. Apparently seeing in Pius IX the figure of the man who will unify Italy in a Work of Redemption, he has offered to put himself at the head of an effort to conquer Italy under the Pope's rule through the raising of voluntary militias. Accepting could mean control over Italy, but it would also completely alienate us from the other Italian states.;;;;;;;;;;;;;
EVTOPTA600046;For the Church and the Fatherland!;;;;;;;;;;;;;
EVTOPTB600046;This man seems a bit mad.;;;;;;;;;;;;;
EVTNAME600051;The Papal Plot;;;;;;;;;;;;;
EVTNAME600052;The New Republic;;;;;;;;;;;;;
EVTDESC600052;We are hearing whispers that Garibaldi has conquered an Italian state. Let us see and wait what comes of this.;;;;;;;;;;;;;
EVTOPTA600052;Horrid.;;;;;;;;;;;;;
EVTNAME600054;A Present for Pius;;;;;;;;;;;;;
EVTDESC600054;Garibaldi was not all talk, it seems. One of the Italian nations has today fallen to his forces, and he has declared its immediate unification with us under the new national state of Italy.;;;;;;;;;;;;;
EVTOPTA600054;Upon this Rock we shall build a nation!;;;;;;;;;;;;;
EVTNAME600056;Building the Nation;;;;;;;;;;;;;
EVTDESC600056;Garibaldi's forces have today conquered another state, and it has been put under Italian control.;;;;;;;;;;;;;
EVTOPTA600056;God bless the man.;;;;;;;;;;;;;
EVTNAME600057;The End of Italy;;;;;;;;;;;;;
EVTDESC600057;The experiment of liberalism and nationalism that was the state of Italy has today ended. No longer will anyone question the right of the existing Italian states to maintain their independence.;;;;;;;;;;;;;
EVTOPTA600057;Don't bother me with such petty news.;;;;;;;;;;;;;
